release_puppet_SWI_title;Release Puppet SWI ;;;;;;;;;;;;;x,,
release_puppet_RUT_title;Release Puppet RUT ;;;;;;;;;;;;;x,,
release_puppet_SIE_title;Release Puppet SIE ;;;;;;;;;;;;;x,,
release_puppet_UKR_title;Release Puppet UKR ;;;;;;;;;;;;;x,,
release_puppet_CZH_title;Release Puppet CZH ;;;;;;;;;;;;;x,,
release_puppet_ALB_title;Release Puppet ALB ;;;;;;;;;;;;;x,,
release_puppet_BOS_title;Release Puppet BOS ;;;;;;;;;;;;;x,,
release_puppet_BUL_title;Release Puppet BUL ;;;;;;;;;;;;;x,,
release_puppet_CRE_title;Release Puppet CRE ;;;;;;;;;;;;;x,,
release_puppet_CRO_title;Release Puppet CRO ;;;;;;;;;;;;;x,,
release_puppet_CYP_title;Release Puppet CYP ;;;;;;;;;;;;;x,,
release_puppet_GRE_title;Release Puppet GRE ;;;;;;;;;;;;;x,,
release_puppet_ION_title;Release Puppet ION ;;;;;;;;;;;;;x,,
release_puppet_MOL_title;Release Puppet MOL ;;;;;;;;;;;;;x,,
release_puppet_MNT_title;Release Puppet MNT ;;;;;;;;;;;;;x,,
release_puppet_ROM_title;Release Puppet ROM ;;;;;;;;;;;;;x,,
release_puppet_SER_title;Release Puppet SER ;;;;;;;;;;;;;x,,
release_puppet_SLO_title;Release Puppet SLO ;;;;;;;;;;;;;x,,
release_puppet_TUR_title;Release Puppet TUR ;;;;;;;;;;;;;x,,
release_puppet_WAL_title;Release Puppet WAL ;;;;;;;;;;;;;x,,
release_puppet_YUG_title;Release Puppet YUG ;;;;;;;;;;;;;x,,
release_puppet_ALD_title;Release Puppet ALD ;;;;;;;;;;;;;x,,
release_puppet_CNG_title;Release Puppet CNG ;;;;;;;;;;;;;x,,
release_puppet_EGY_title;Release Puppet EGY ;;;;;;;;;;;;;x,,
release_puppet_ETH_title;Release Puppet ETH ;;;;;;;;;;;;;x,,
release_puppet_MAD_title;Release Puppet MAD ;;;;;;;;;;;;;x,,
release_puppet_LIB_title;Release Puppet LIB ;;;;;;;;;;;;;x,,
release_puppet_MOR_title;Release Puppet MOR ;;;;;;;;;;;;;x,,
release_puppet_NAL_title;Release Puppet NAL ;;;;;;;;;;;;;x,,
release_puppet_ORA_title;Release Puppet ORA ;;;;;;;;;;;;;x,,
release_puppet_SAF_title;Release Puppet SAF ;;;;;;;;;;;;;x,,
release_puppet_SOK_title;Release Puppet SOK ;;;;;;;;;;;;;x,,
release_puppet_RHO_title;Release Puppet RHO ;;;;;;;;;;;;;x,,
release_puppet_TRI_title;Release Puppet TRI ;;;;;;;;;;;;;x,,
release_puppet_TRN_title;Release Puppet TRN ;;;;;;;;;;;;;x,,
release_puppet_TUN_title;Release Puppet TUN ;;;;;;;;;;;;;x,,
release_puppet_ZAN_title;Release Puppet ZAN ;;;;;;;;;;;;;x,,
release_puppet_ZUL_title;Release Puppet ZUL ;;;;;;;;;;;;;x,,
release_puppet_ABU_title;Release Puppet ABU ;;;;;;;;;;;;;x,,
release_puppet_AFG_title;Release Puppet AFG ;;;;;;;;;;;;;x,,
release_puppet_ARM_title;Release Puppet ARM ;;;;;;;;;;;;;x,,
release_puppet_AZB_title;Release Puppet AZB ;;;;;;;;;;;;;x,,
release_puppet_BUK_title;Release Puppet BUK ;;;;;;;;;;;;;x,,
release_puppet_GEO_title;Release Puppet GEO ;;;;;;;;;;;;;x,,
release_puppet_HDJ_title;Release Puppet HDJ ;;;;;;;;;;;;;x,,
release_puppet_IRQ_title;Release Puppet IRQ ;;;;;;;;;;;;;x,,
release_puppet_KHI_title;Release Puppet KHI ;;;;;;;;;;;;;x,,
release_puppet_KOK_title;Release Puppet KOK ;;;;;;;;;;;;;x,,
release_puppet_MUG_title;Release Puppet MUG ;;;;;;;;;;;;;x,,
release_puppet_NEJ_title;Release Puppet NEJ ;;;;;;;;;;;;;x,,
release_puppet_OMA_title;Release Puppet OMA ;;;;;;;;;;;;;x,,
release_puppet_PER_title;Release Puppet PER ;;;;;;;;;;;;;x,,
release_puppet_YEM_title;Release Puppet YEM ;;;;;;;;;;;;;x,,
release_puppet_HND_title;Release Puppet HND ;;;;;;;;;;;;;x,,
release_puppet_AWA_title;Release Puppet AWA ;;;;;;;;;;;;;x,,
release_puppet_BAS_title;Release Puppet BAS ;;;;;;;;;;;;;x,,
release_puppet_BER_title;Release Puppet BER ;;;;;;;;;;;;;x,,
release_puppet_BHO_title;Release Puppet BHO ;;;;;;;;;;;;;x,,
release_puppet_BIK_title;Release Puppet BIK ;;;;;;;;;;;;;x,,
release_puppet_BUN_title;Release Puppet BUN ;;;;;;;;;;;;;x,,
release_puppet_GWA_title;Release Puppet GWA ;;;;;;;;;;;;;x,,
release_puppet_HYD_title;Release Puppet HYD ;;;;;;;;;;;;;x,,
release_puppet_IND_title;Release Puppet IND ;;;;;;;;;;;;;x,,
release_puppet_JAI_title;Release Puppet JAI ;;;;;;;;;;;;;x,,
release_puppet_JAS_title;Release Puppet JAS ;;;;;;;;;;;;;x,,
release_puppet_JOD_title;Release Puppet JOD ;;;;;;;;;;;;;x,,
release_puppet_KAL_title;Release Puppet KAL ;;;;;;;;;;;;;x,,
release_puppet_KAS_title;Release Puppet KAS ;;;;;;;;;;;;;x,,
release_puppet_KUT_title;Release Puppet KUT ;;;;;;;;;;;;;x,,
release_puppet_LAD_title;Release Puppet LAD ;;;;;;;;;;;;;x,,
release_puppet_MAK_title;Release Puppet MAK ;;;;;;;;;;;;;x,,
release_puppet_MEW_title;Release Puppet MEW ;;;;;;;;;;;;;x,,
release_puppet_MYS_title;Release Puppet MYS ;;;;;;;;;;;;;x,,
release_puppet_NAG_title;Release Puppet NAG ;;;;;;;;;;;;;x,,
release_puppet_NEP_title;Release Puppet NEP ;;;;;;;;;;;;;x,,
release_puppet_ORI_title;Release Puppet ORI ;;;;;;;;;;;;;x,,
release_puppet_PNJ_title;Release Puppet PNJ ;;;;;;;;;;;;;x,,
release_puppet_SHI_title;Release Puppet SHI ;;;;;;;;;;;;;x,,
release_puppet_SIK_title;Release Puppet SIK ;;;;;;;;;;;;;x,,
release_puppet_SIN_title;Release Puppet SIN ;;;;;;;;;;;;;x,,
release_puppet_TRA_title;Release Puppet TRA ;;;;;;;;;;;;;x,,
release_puppet_ATJ_title;Release Puppet ATJ ;;;;;;;;;;;;;x,,
release_puppet_BAL_title;Release Puppet BAL ;;;;;;;;;;;;;x,,
release_puppet_BHU_title;Release Puppet BHU ;;;;;;;;;;;;;x,,
release_puppet_BRU_title;Release Puppet BRU ;;;;;;;;;;;;;x,,
release_puppet_BUR_title;Release Puppet BUR ;;;;;;;;;;;;;x,,
release_puppet_CAM_title;Release Puppet CAM ;;;;;;;;;;;;;x,,
release_puppet_CHI_title;Release Puppet CHI ;;;;;;;;;;;;;x,,
release_puppet_DAI_title;Release Puppet DAI ;;;;;;;;;;;;;x,,
release_puppet_JAV_title;Release Puppet JAV ;;;;;;;;;;;;;x,,
release_puppet_KOR_title;Release Puppet KOR ;;;;;;;;;;;;;x,,
release_puppet_LUA_title;Release Puppet LUA ;;;;;;;;;;;;;x,,
release_puppet_JOH_title;Release Puppet JOH ;;;;;;;;;;;;;x,,
release_puppet_SIA_title;Release Puppet SIA ;;;;;;;;;;;;;x,,
release_puppet_TIB_title;Release Puppet TIB ;;;;;;;;;;;;;x,,
release_puppet_MGL_title;Release Puppet MGL ;;;;;;;;;;;;;x,,
release_puppet_WIA_title;Release Puppet WIA ;;;;;;;;;;;;;x,,
release_puppet_PHI_title;Release Puppet PHI ;;;;;;;;;;;;;x,,
release_puppet_MCK_title;Release Puppet MCK ;;;;;;;;;;;;;x,,
release_puppet_GXI_title;Release Puppet GXI ;;;;;;;;;;;;;x,,
release_puppet_SXI_title;Release Puppet SXI ;;;;;;;;;;;;;x,,
release_puppet_YNN_title;Release Puppet YNN ;;;;;;;;;;;;;x,,
release_puppet_XBI_title;Release Puppet XBI ;;;;;;;;;;;;;x,,
release_puppet_XIN_title;Release Puppet XIN ;;;;;;;;;;;;;x,,
release_puppet_CAL_title;Release Puppet CAL ;;;;;;;;;;;;;x,,
release_puppet_CAN_title;Release Puppet CAN ;;;;;;;;;;;;;x,,
release_puppet_CHE_title;Release Puppet CHE ;;;;;;;;;;;;;x,,
release_puppet_COL_title;Release Puppet COL ;;;;;;;;;;;;;x,,
release_puppet_COS_title;Release Puppet COS ;;;;;;;;;;;;;x,,
release_puppet_CUB_title;Release Puppet CUB ;;;;;;;;;;;;;x,,
release_puppet_DES_title;Release Puppet DES ;;;;;;;;;;;;;x,,
release_puppet_DOM_title;Release Puppet DOM ;;;;;;;;;;;;;x,,
release_puppet_ELS_title;Release Puppet ELS ;;;;;;;;;;;;;x,,
release_puppet_GUA_title;Release Puppet GUA ;;;;;;;;;;;;;x,,
release_puppet_HAI_title;Release Puppet HAI ;;;;;;;;;;;;;x,,
release_puppet_HAW_title;Release Puppet HAW ;;;;;;;;;;;;;x,,
release_puppet_MEX_title;Release Puppet MEX ;;;;;;;;;;;;;x,,
release_puppet_MTC_title;Release Puppet MTC ;;;;;;;;;;;;;x,,
release_puppet_HON_title;Release Puppet HON ;;;;;;;;;;;;;x,,
release_puppet_NEN_title;Release Puppet NEN ;;;;;;;;;;;;;x,,
release_puppet_NEW_title;Release Puppet NEW ;;;;;;;;;;;;;x,,
release_puppet_NIC_title;Release Puppet NIC ;;;;;;;;;;;;;x,,
release_puppet_PNM_title;Release Puppet PNM ;;;;;;;;;;;;;x,,
release_puppet_QUE_title;Release Puppet QUE ;;;;;;;;;;;;;x,,
release_puppet_TEX_title;Release Puppet TEX ;;;;;;;;;;;;;x,,
release_puppet_UCA_title;Release Puppet UCA ;;;;;;;;;;;;;x,,
release_puppet_ARG_title;Release Puppet ARG ;;;;;;;;;;;;;x,,
release_puppet_BOL_title;Release Puppet BOL ;;;;;;;;;;;;;x,,
release_puppet_BRZ_title;Release Puppet BRZ ;;;;;;;;;;;;;x,,
release_puppet_CHL_title;Release Puppet CHL ;;;;;;;;;;;;;x,,
release_puppet_CLM_title;Release Puppet CLM ;;;;;;;;;;;;;x,,
release_puppet_ECU_title;Release Puppet ECU ;;;;;;;;;;;;;x,,
release_puppet_PEU_title;Release Puppet PEU ;;;;;;;;;;;;;x,,
release_puppet_PRG_title;Release Puppet PRG ;;;;;;;;;;;;;x,,
release_puppet_VNZ_title;Release Puppet VNZ ;;;;;;;;;;;;;x,,
release_puppet_AST_title;Release Puppet AST ;;;;;;;;;;;;;x,,
release_puppet_NZL_title;Release Puppet NZL ;;;;;;;;;;;;;x,,
release_puppet_ENG_title;Release Puppet ENG ;;;;;;;;;;;;;x,,
release_puppet_RUS_title;Release Puppet RUS ;;;;;;;;;;;;;x,,
release_puppet_FRA_title;Release Puppet FRA ;;;;;;;;;;;;;x,,
release_puppet_PRU_title;Release Puppet PRU ;;;;;;;;;;;;;x,,
release_puppet_GER_title;Release Puppet GER ;;;;;;;;;;;;;x,,
release_puppet_AUS_title;Release Puppet AUS ;;;;;;;;;;;;;x,,
release_puppet_JAP_title;Release Puppet JAP ;;;;;;;;;;;;;x,,
release_puppet_ITA_title;Release Puppet ITA ;;;;;;;;;;;;;x,,
release_puppet_KUK_title;Release Puppet KUK ;;;;;;;;;;;;;x,,
release_puppet_ISR_title;Release Puppet ISR ;;;;;;;;;;;;;x,,
release_puppet_ICL_title;Release Puppet ICL ;;;;;;;;;;;;;x,,
release_puppet_BYZ_title;Release Puppet BYZ ;;;;;;;;;;;;;x,,
release_puppet_BAB_title;Release Puppet BAB ;;;;;;;;;;;;;x,,
release_puppet_TPG_title;Release Puppet TPG ;;;;;;;;;;;;;x,,
release_puppet_JAN_title;Release Puppet JAN ;;;;;;;;;;;;;x,,
release_puppet_GCO_title;Release Puppet GCO ;;;;;;;;;;;;;x,,
release_puppet_MAN_title;Release Puppet MAN ;;;;;;;;;;;;;x,,
release_puppet_CSA_title;Release Puppet CSA ;;;;;;;;;;;;;x,,
release_puppet_PAN_title;Release Puppet PAN ;;;;;;;;;;;;;x,,
release_puppet_MON_title;Release Puppet MON ;;;;;;;;;;;;;x,,
release_puppet_USA_title;Release Puppet USA ;;;;;;;;;;;;;x,,
release_puppet_MOE_title;Release Puppet MOE ;;;;;;;;;;;;;x,,
release_puppet_UTI_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_OCC_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BOR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BRG_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NOV_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SMK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_RYA_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MUS_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ATR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KRM_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_AKK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_CND_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_DUL_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TUA_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_OIR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MGO_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MNG_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NRD_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ILL_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BZN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_FDA_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_FRI_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_THU_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MNS_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SLN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ULS_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_LIR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ALN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_URF_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KJP_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KZN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_INC_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BRB_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_CST_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ANU_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_WUL_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KOL_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_AAC_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KHR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_LIG_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TRR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ERF_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NAP_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KNI_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_CMN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SLA_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BCR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BBO_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BSV_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ABB_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_LIH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SMG_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_CUR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NZH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NIB_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_CHV_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_PLB_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_CHC_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KRC_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ANK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NNI_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SHN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SUR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_VDB_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NYK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_HTW_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_HRP_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BHN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_RHN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TNJ_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MDR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_VLL_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KLD_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TSI_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SZE_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NOG_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MNK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NNT_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_YML_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KHN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BSK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MSS_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SLK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SHR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SYN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_PLK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TYM_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_YDN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_RTH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BGH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KMY_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_GMZ_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KCN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_HNZ_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TTN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KRB_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_GNJ_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_NKH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_IRV_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MKU_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TLY_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SMZ_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_GRI_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_IMR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KKH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KRT_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_FRS_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_AJM_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_YZD_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_LUR_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_GLN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MZN_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BDK_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KND_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SST_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_BLA_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_TKO_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_WSX_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_SUX_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ESX_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_KNT_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MRC_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ALH_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_ALW_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
release_puppet_MDS_desc;Hope you know what puppet this is because I'm not gonna tell you (that would be way too much localization).;;;;;;;;;;;;;x,,
